any_presentation_artifact,fixture_id,llm_activity_like_fragment,llm_any_presentation_artifact,llm_avg_hr,llm_duration_text_inconsistency,llm_elevation_or_vertical,llm_ellipsis,llm_km_unit,llm_plan_id,llm_trailrun_pipe,pair_id,programmatic_activity_like_fragment,programmatic_any_presentation_artifact,programmatic_avg_hr,programmatic_duration_text_inconsistency,programmatic_elevation_or_vertical,programmatic_ellipsis,programmatic_km_unit,programmatic_plan_id,programmatic_trailrun_pipe,source_model_family
1,ab_A2__r_low__rc_high__ph_peak,1,1,0,0,1,0,1,ab_A2__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000,0,pair_0093,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s017,0,gemma
0,ab_A2__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001,0,pair_0094,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s014,0,gemma
1,ab_A2__r_low__rc_high__ph_peak,1,1,0,0,0,1,1,ab_A2__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s002,0,pair_0095,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s004,0,gemma
0,ab_A2__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s015,0,pair_0096,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s002,0,qwen
0,ab_A2__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s007,0,pair_0097,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s008,0,qwen
0,ab_A2__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s017,0,pair_0098,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s010,0,qwen
0,ab_A2__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s004,0,pair_0099,0,0,0,0,0,0,0,ab_A2__r_low__rc_high__ph_peak__prog__exp_t000__s015,0,qwen
1,ab_A2__r_low__rc_low__ph_base,0,1,0,0,0,1,0,ab_A2__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000,0,pair_0100,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s011,0,gemma
1,ab_A2__r_low__rc_low__ph_base,1,1,1,0,0,1,1,ab_A2__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001,1,pair_0101,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s017,0,gemma
0,ab_A2__r_low__rc_low__ph_base,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000,0,pair_0102,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s008,0,qwen
0,ab_A2__r_low__rc_low__ph_base,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s002,0,pair_0103,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s002,0,qwen
1,ab_A2__r_low__rc_low__ph_base,0,1,0,0,0,1,0,ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0104,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s005,0,qwen
0,ab_A2__r_low__rc_low__ph_base,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s005,0,pair_0105,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s010,0,qwen
0,ab_A2__r_low__rc_low__ph_base,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s004,0,pair_0106,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s006,0,qwen
0,ab_A2__r_low__rc_low__ph_base,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s003,0,pair_0107,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_base__prog__exp_t000__s013,0,qwen
1,ab_A2__r_low__rc_low__ph_peak,1,1,0,1,0,1,1,ab_A2__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000,0,pair_0108,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s017,0,gemma
1,ab_A2__r_low__rc_low__ph_peak,0,1,0,0,0,1,0,ab_A2__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001,0,pair_0109,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s014,0,gemma
0,ab_A2__r_low__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s005,0,pair_0110,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s002,0,qwen
0,ab_A2__r_low__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s008,0,pair_0111,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s008,0,qwen
0,ab_A2__r_low__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0112,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s010,0,qwen
0,ab_A2__r_low__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s007,0,pair_0113,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s015,0,qwen
0,ab_A2__r_low__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s009,0,pair_0114,0,0,0,0,0,0,0,ab_A2__r_low__rc_low__ph_peak__prog__exp_t000__s004,0,qwen
0,ab_A3__r_high__rc_high__ph_base,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s005,0,pair_0115,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s000,0,gemma
1,ab_A3__r_high__rc_high__ph_base,0,1,0,0,0,1,0,ab_A3__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001,0,pair_0116,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s005,0,gemma
0,ab_A3__r_high__rc_high__ph_base,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,pair_0117,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s019,0,gemma
1,ab_A3__r_high__rc_high__ph_base,1,1,0,1,0,1,1,ab_A3__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,1,pair_0118,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s011,0,gemma
1,ab_A3__r_high__rc_high__ph_base,1,1,1,1,0,1,1,ab_A3__r_high__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000,1,pair_0119,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s012,0,gemma
0,ab_A3__r_high__rc_high__ph_base,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000,0,pair_0120,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s014,0,qwen
1,ab_A3__r_high__rc_high__ph_base,0,1,0,0,0,1,0,ab_A3__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s002,0,pair_0121,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s018,0,qwen
1,ab_A3__r_high__rc_high__ph_base,1,1,1,1,0,1,1,ab_A3__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s003,1,pair_0122,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s010,0,qwen
1,ab_A3__r_high__rc_high__ph_base,0,1,0,1,0,1,0,ab_A3__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0123,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s006,0,qwen
0,ab_A3__r_high__rc_high__ph_base,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s004,0,pair_0124,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_base__prog__exp_t000__s013,0,qwen
1,ab_A3__r_high__rc_high__ph_peak,1,1,1,0,0,0,1,ab_A3__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s003,1,pair_0125,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s008,0,gemma
1,ab_A3__r_high__rc_high__ph_peak,1,1,0,0,0,1,1,ab_A3__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s004,0,pair_0126,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s014,0,gemma
1,ab_A3__r_high__rc_high__ph_peak,1,1,0,0,0,1,1,ab_A3__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000,0,pair_0127,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s018,0,gemma
1,ab_A3__r_high__rc_high__ph_peak,0,1,0,0,0,1,0,ab_A3__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s005,0,pair_0128,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s019,0,gemma
1,ab_A3__r_high__rc_high__ph_peak,1,1,0,0,1,0,1,ab_A3__r_high__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001,0,pair_0129,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s005,0,gemma
0,ab_A3__r_high__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002,0,pair_0130,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s010,0,qwen
0,ab_A3__r_high__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000,0,pair_0131,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s011,0,qwen
1,ab_A3__r_high__rc_high__ph_peak,0,1,0,0,0,1,0,ab_A3__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s005,0,pair_0132,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s013,0,qwen
1,ab_A3__r_high__rc_high__ph_peak,0,1,0,1,0,1,0,ab_A3__r_high__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0133,0,0,0,0,0,0,0,ab_A3__r_high__rc_high__ph_peak__prog__exp_t000__s017,0,qwen
0,ab_A3__r_high__rc_low__ph_base,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,pair_0134,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s005,0,gemma
1,ab_A3__r_high__rc_low__ph_base,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,pair_0135,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s019,0,gemma
1,ab_A3__r_high__rc_low__ph_base,1,1,0,0,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,pair_0136,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s012,0,gemma
1,ab_A3__r_high__rc_low__ph_base,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s005,0,pair_0137,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s000,0,gemma
1,ab_A3__r_high__rc_low__ph_base,1,1,1,1,0,0,1,ab_A3__r_high__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001,1,pair_0138,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s009,0,gemma
1,ab_A3__r_high__rc_low__ph_base,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s003,0,pair_0139,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s002,0,qwen
0,ab_A3__r_high__rc_low__ph_base,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s004,0,pair_0140,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_base__prog__exp_t000__s013,0,qwen
1,ab_A3__r_high__rc_low__ph_peak,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s006,0,pair_0141,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s019,0,gemma
1,ab_A3__r_high__rc_low__ph_peak,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s003,0,pair_0142,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s000,0,gemma
1,ab_A3__r_high__rc_low__ph_peak,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s002,0,pair_0143,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s014,0,gemma
0,ab_A3__r_high__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000,0,pair_0144,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s020,0,gemma
1,ab_A3__r_high__rc_low__ph_peak,0,1,0,0,0,1,0,ab_A3__r_high__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001,0,pair_0145,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s003,0,gemma
1,ab_A3__r_high__rc_low__ph_peak,0,1,0,1,0,1,0,ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s005,0,pair_0146,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s017,0,qwen
1,ab_A3__r_high__rc_low__ph_peak,0,1,0,1,0,1,0,ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002,0,pair_0147,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s006,0,qwen
0,ab_A3__r_high__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s004,0,pair_0148,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s002,0,qwen
0,ab_A3__r_high__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s000,0,pair_0149,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s011,0,qwen
0,ab_A3__r_high__rc_low__ph_peak,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0150,0,0,0,0,0,0,0,ab_A3__r_high__rc_low__ph_peak__prog__exp_t000__s018,0,qwen
0,ab_A3__r_low__rc_high__ph_base,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000,0,pair_0151,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s014,0,gemma
1,ab_A3__r_low__rc_high__ph_base,1,1,0,1,0,1,1,ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001,1,pair_0152,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s006,0,gemma
1,ab_A3__r_low__rc_high__ph_base,1,1,0,1,0,0,1,ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s006,0,pair_0153,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s020,0,gemma
1,ab_A3__r_low__rc_high__ph_base,0,1,0,0,0,1,0,ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s328,0,pair_0154,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s018,0,gemma
1,ab_A3__r_low__rc_high__ph_base,0,1,0,0,0,1,0,ab_A3__r_low__rc_high__ph_base__gemma_3_4b_it__src_t070__exp_t000__s004,0,pair_0155,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s008,0,gemma
0,ab_A3__r_low__rc_high__ph_base,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0156,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s021,0,qwen
0,ab_A3__r_low__rc_high__ph_base,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s005,0,pair_0157,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s013,0,qwen
0,ab_A3__r_low__rc_high__ph_base,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s004,0,pair_0158,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s017,0,qwen
0,ab_A3__r_low__rc_high__ph_base,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s008,0,pair_0159,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s016,0,qwen
1,ab_A3__r_low__rc_high__ph_base,0,1,0,0,0,1,0,ab_A3__r_low__rc_high__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s003,0,pair_0160,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_base__prog__exp_t000__s010,0,qwen
1,ab_A3__r_low__rc_high__ph_peak,1,1,1,0,0,0,1,ab_A3__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s001,0,pair_0161,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s006,0,gemma
1,ab_A3__r_low__rc_high__ph_peak,1,1,0,0,0,0,1,ab_A3__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s025,0,pair_0162,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s018,0,gemma
1,ab_A3__r_low__rc_high__ph_peak,1,1,1,0,0,0,1,ab_A3__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s004,0,pair_0163,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s003,0,gemma
0,ab_A3__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s010,0,pair_0164,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s002,0,gemma
1,ab_A3__r_low__rc_high__ph_peak,1,1,1,1,0,1,1,ab_A3__r_low__rc_high__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s017,1,pair_0165,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s016,0,gemma
0,ab_A3__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0166,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s019,0,qwen
0,ab_A3__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s002,0,pair_0167,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s014,0,qwen
0,ab_A3__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s005,0,pair_0168,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s017,0,qwen
0,ab_A3__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s003,0,pair_0169,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s005,0,qwen
0,ab_A3__r_low__rc_high__ph_peak,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s009,0,pair_0170,0,0,0,0,0,0,0,ab_A3__r_low__rc_high__ph_peak__prog__exp_t000__s013,0,qwen
1,ab_A3__r_low__rc_low__ph_base,0,1,0,0,0,1,0,ab_A3__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s002,0,pair_0171,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__prog__exp_t000__s013,0,gemma
1,ab_A3__r_low__rc_low__ph_base,0,1,0,0,0,1,0,ab_A3__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s001,0,pair_0172,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__prog__exp_t000__s014,0,gemma
1,ab_A3__r_low__rc_low__ph_base,1,1,1,1,0,0,1,ab_A3__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s000,1,pair_0173,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__prog__exp_t000__s006,0,gemma
1,ab_A3__r_low__rc_low__ph_base,1,1,1,1,0,0,1,ab_A3__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s007,1,pair_0174,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__prog__exp_t000__s016,0,gemma
1,ab_A3__r_low__rc_low__ph_base,0,1,0,0,0,1,0,ab_A3__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s006,0,pair_0175,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__prog__exp_t000__s008,0,gemma
0,ab_A3__r_low__rc_low__ph_base,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__gemma_3_4b_it__src_t070__exp_t000__s003,0,pair_0176,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__prog__exp_t000__s003,0,gemma
0,ab_A3__r_low__rc_low__ph_base,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s006,0,pair_0177,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__prog__exp_t000__s018,0,qwen
1,ab_A3__r_low__rc_low__ph_base,0,1,0,0,0,1,0,ab_A3__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s002,0,pair_0178,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__prog__exp_t000__s017,0,qwen
0,ab_A3__r_low__rc_low__ph_base,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s004,0,pair_0179,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__prog__exp_t000__s020,0,qwen
0,ab_A3__r_low__rc_low__ph_base,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s000,0,pair_0180,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__prog__exp_t000__s015,0,qwen
0,ab_A3__r_low__rc_low__ph_base,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0181,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_base__prog__exp_t000__s000,0,qwen
1,ab_A3__r_low__rc_low__ph_peak,1,1,0,0,0,0,1,ab_A3__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s000,0,pair_0182,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_peak__prog__exp_t000__s006,0,gemma
1,ab_A3__r_low__rc_low__ph_peak,1,1,0,1,0,0,1,ab_A3__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s002,1,pair_0183,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_peak__prog__exp_t000__s016,0,gemma
1,ab_A3__r_low__rc_low__ph_peak,1,1,0,0,0,1,1,ab_A3__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s007,0,pair_0184,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_peak__prog__exp_t000__s001,0,gemma
1,ab_A3__r_low__rc_low__ph_peak,1,1,0,1,0,0,1,ab_A3__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s014,0,pair_0185,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_peak__prog__exp_t000__s003,0,gemma
1,ab_A3__r_low__rc_low__ph_peak,1,1,1,1,0,1,1,ab_A3__r_low__rc_low__ph_peak__gemma_3_4b_it__src_t070__exp_t000__s025,1,pair_0186,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_peak__prog__exp_t000__s002,0,gemma
1,ab_A3__r_low__rc_low__ph_peak,0,1,0,0,0,1,0,ab_A3__r_low__rc_low__ph_peak__qwen2.5_7b_instruct__src_t070__exp_t000__s001,0,pair_0187,0,0,0,0,0,0,0,ab_A3__r_low__rc_low__ph_peak__prog__exp_t000__s005,0,qwen
