confidence,fixture_id,judge,judge_model_family,llm_won,marker,order,pair_id,plan_a_score,plan_b_score,preferred,rationale,record_id,run,self_family_match,source_model_family,winner_role
0.75,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,readiness_alignment,AB,pair_0064,4,3,plan_a,Plan A's focus on easy running and recovery suggests a good alignment with potential readiness constraints. Plan B's tempo session is more demanding.,pair_0064__gemma_4b_judge__r00__AB,0,True,gemma,llm
0.85,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,recovery_safety,AB,pair_0064,5,4,plan_a,Plan A prioritizes recovery with frequent rest days and easy sessions. Plan B has two rest days.,pair_0064__gemma_4b_judge__r00__AB,0,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,training_specificity,AB,pair_0064,4,3,plan_a,"Plan A specifically mentions trail running and hill work, aligning with the trail-running context. Plan B is more general.",pair_0064__gemma_4b_judge__r00__AB,0,True,gemma,llm
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,clarity_actionability,AB,pair_0064,4,3,plan_a,Plan A's descriptions are more detailed and specific about the purpose of each session.,pair_0064__gemma_4b_judge__r01__AB,1,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,endurance_development,AB,pair_0064,4,3,plan_a,"Plan A consistently incorporates long trail runs and easy volume, crucial for trail endurance.",pair_0064__gemma_4b_judge__r01__AB,1,True,gemma,llm
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,explanation_quality,AB,pair_0064,3,4,plan_b,Plan B provides more concise and direct explanations for each session.,pair_0064__gemma_4b_judge__r01__AB,1,True,gemma,programmatic
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,load_progression,AB,pair_0064,3,4,plan_b,Plan B's shorter week and reduced overall volume appear to offer a more conservative load progression.,pair_0064__gemma_4b_judge__r01__AB,1,True,gemma,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,plan_coherence,AB,pair_0064,4,3,plan_a,Plan A's consistent structure and focus on building aerobic fitness create a more coherent plan.,pair_0064__gemma_4b_judge__r01__AB,1,True,gemma,llm
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,quality_session_design,AB,pair_0064,3,4,plan_b,"Plan B's sessions, particularly the tempo run, are more clearly defined and targeted.",pair_0064__gemma_4b_judge__r01__AB,1,True,gemma,programmatic
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,readiness_alignment,AB,pair_0064,3,4,plan_b,Plan B's inclusion of two rest days suggests a greater consideration of readiness and recovery.,pair_0064__gemma_4b_judge__r01__AB,1,True,gemma,programmatic
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,recovery_safety,AB,pair_0064,4,3,plan_a,Plan A's emphasis on easy runs and recovery days appears safer and more protective of the athlete.,pair_0064__gemma_4b_judge__r01__AB,1,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,training_specificity,AB,pair_0064,4,3,plan_a,Plan A's focus on trail running and hill work aligns better with the trail-running context.,pair_0064__gemma_4b_judge__r01__AB,1,True,gemma,llm
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,clarity_actionability,BA,pair_0064,4,3,plan_a,Plan A's daily summaries are more concise and directly state the purpose of each session.,pair_0064__gemma_4b_judge__r01__BA,1,True,gemma,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,endurance_development,BA,pair_0064,4,3,plan_a,"Plan A focuses on consistent aerobic volume and easy runs, better supporting endurance.",pair_0064__gemma_4b_judge__r01__BA,1,True,gemma,programmatic
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,explanation_quality,BA,pair_0064,3,4,plan_b,"Plan B provides slightly more detail in its purpose summaries, though both are basic.",pair_0064__gemma_4b_judge__r01__BA,1,True,gemma,llm
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,load_progression,BA,pair_0064,3,4,plan_b,"Plan B has a higher total volume and includes a hill session, suggesting a potentially higher load.",pair_0064__gemma_4b_judge__r01__BA,1,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,plan_coherence,BA,pair_0064,4,3,plan_a,"Plan A's structure is more linear and predictable, with rest days clearly separated.",pair_0064__gemma_4b_judge__r01__BA,1,True,gemma,programmatic
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,quality_session_design,BA,pair_0064,3,4,plan_b,"Plan B includes a dedicated hill session, a more specific quality workout.",pair_0064__gemma_4b_judge__r01__BA,1,True,gemma,llm
0.5,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,,readiness_alignment,BA,pair_0064,3,3,tie,"Both plans appear to be relatively gentle, but Plan B's hill work might be aggressive for some.",pair_0064__gemma_4b_judge__r01__BA,1,True,gemma,tie
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,recovery_safety,BA,pair_0064,4,3,plan_a,"Plan A has two rest days, providing more recovery opportunities.",pair_0064__gemma_4b_judge__r01__BA,1,True,gemma,programmatic
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,training_specificity,BA,pair_0064,3,4,plan_b,"Plan B explicitly mentions 'TrailRun' sessions, aligning with trail running.",pair_0064__gemma_4b_judge__r01__BA,1,True,gemma,llm
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,clarity_actionability,BA,pair_0064,4,3,plan_a,Plan A's daily summaries are more concise and directly state the purpose of each session.,pair_0064__gemma_4b_judge__r02__BA,2,True,gemma,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,endurance_development,BA,pair_0064,4,3,plan_a,"Plan A focuses on consistent aerobic volume and easy runs, better supporting endurance.",pair_0064__gemma_4b_judge__r02__BA,2,True,gemma,programmatic
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,explanation_quality,BA,pair_0064,3,4,plan_b,"Plan B provides slightly more detail in its purpose summaries, though both are basic.",pair_0064__gemma_4b_judge__r02__BA,2,True,gemma,llm
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,load_progression,BA,pair_0064,3,4,plan_b,"Plan B has a higher total volume and includes a hill session, suggesting a potentially higher load.",pair_0064__gemma_4b_judge__r02__BA,2,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,plan_coherence,BA,pair_0064,4,3,plan_a,"Plan A's structure is more linear and predictable, with rest days clearly separated.",pair_0064__gemma_4b_judge__r02__BA,2,True,gemma,programmatic
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,quality_session_design,BA,pair_0064,3,4,plan_b,"Plan B includes a dedicated hill session, a more specific quality workout.",pair_0064__gemma_4b_judge__r02__BA,2,True,gemma,llm
0.5,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,,readiness_alignment,BA,pair_0064,3,3,tie,"Both plans appear to be relatively gentle, but Plan B's hill work might be aggressive for some.",pair_0064__gemma_4b_judge__r02__BA,2,True,gemma,tie
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,recovery_safety,BA,pair_0064,4,3,plan_a,"Plan A has two rest days, providing more recovery opportunities.",pair_0064__gemma_4b_judge__r02__BA,2,True,gemma,programmatic
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,training_specificity,BA,pair_0064,3,4,plan_b,"Plan B explicitly mentions 'TrailRun' sessions, aligning with trail running.",pair_0064__gemma_4b_judge__r02__BA,2,True,gemma,llm
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,clarity_actionability,AB,pair_0064,4,3,plan_a,Plan A's descriptions are more detailed and specific about the purpose of each session.,pair_0064__gemma_4b_judge__r02__AB,2,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,endurance_development,AB,pair_0064,4,3,plan_a,"Plan A consistently incorporates long trail runs and easy volume, crucial for trail endurance.",pair_0064__gemma_4b_judge__r02__AB,2,True,gemma,llm
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,explanation_quality,AB,pair_0064,3,4,plan_b,Plan B provides more concise and direct explanations for each session.,pair_0064__gemma_4b_judge__r02__AB,2,True,gemma,programmatic
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,load_progression,AB,pair_0064,3,4,plan_b,Plan B's shorter week and reduced overall volume appear to offer a more conservative load progression.,pair_0064__gemma_4b_judge__r02__AB,2,True,gemma,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,plan_coherence,AB,pair_0064,4,3,plan_a,Plan A's consistent structure and focus on building aerobic fitness create a more coherent plan.,pair_0064__gemma_4b_judge__r02__AB,2,True,gemma,llm
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,quality_session_design,AB,pair_0064,3,4,plan_b,"Plan B's sessions, particularly the tempo run, are more clearly defined and targeted.",pair_0064__gemma_4b_judge__r02__AB,2,True,gemma,programmatic
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,readiness_alignment,AB,pair_0064,3,4,plan_b,Plan B's inclusion of two rest days suggests a greater consideration of readiness and recovery.,pair_0064__gemma_4b_judge__r02__AB,2,True,gemma,programmatic
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,recovery_safety,AB,pair_0064,4,3,plan_a,Plan A's emphasis on easy runs and recovery days appears safer and more protective of the athlete.,pair_0064__gemma_4b_judge__r02__AB,2,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,training_specificity,AB,pair_0064,4,3,plan_a,Plan A's focus on trail running and hill work aligns better with the trail-running context.,pair_0064__gemma_4b_judge__r02__AB,2,True,gemma,llm
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,clarity_actionability,BA,pair_0064,4,3,plan_a,Plan A's daily summaries are more concise and directly state the purpose of each session.,pair_0064__gemma_4b_judge__r03__BA,3,True,gemma,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,endurance_development,BA,pair_0064,4,3,plan_a,"Plan A focuses on consistent aerobic volume and easy runs, better supporting endurance.",pair_0064__gemma_4b_judge__r03__BA,3,True,gemma,programmatic
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,explanation_quality,BA,pair_0064,3,4,plan_b,"Plan B provides slightly more detail in its purpose summaries, though both are basic.",pair_0064__gemma_4b_judge__r03__BA,3,True,gemma,llm
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,load_progression,BA,pair_0064,3,4,plan_b,"Plan B has a higher total volume and includes a hill session, suggesting a potentially higher load.",pair_0064__gemma_4b_judge__r03__BA,3,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,plan_coherence,BA,pair_0064,4,3,plan_a,"Plan A's structure is more linear and predictable, with rest days clearly separated.",pair_0064__gemma_4b_judge__r03__BA,3,True,gemma,programmatic
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,quality_session_design,BA,pair_0064,3,4,plan_b,"Plan B includes a dedicated hill session, a more specific quality workout.",pair_0064__gemma_4b_judge__r03__BA,3,True,gemma,llm
0.5,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,,readiness_alignment,BA,pair_0064,3,3,tie,"Both plans appear to be relatively gentle, but Plan B's hill work might be aggressive for some.",pair_0064__gemma_4b_judge__r03__BA,3,True,gemma,tie
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,recovery_safety,BA,pair_0064,4,3,plan_a,"Plan A has two rest days, providing more recovery opportunities.",pair_0064__gemma_4b_judge__r03__BA,3,True,gemma,programmatic
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,training_specificity,BA,pair_0064,3,4,plan_b,"Plan B explicitly mentions 'TrailRun' sessions, aligning with trail running.",pair_0064__gemma_4b_judge__r03__BA,3,True,gemma,llm
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,clarity_actionability,AB,pair_0064,4,3,plan_a,Plan A's descriptions are more detailed and specific about the purpose of each session.,pair_0064__gemma_4b_judge__r03__AB,3,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,endurance_development,AB,pair_0064,4,3,plan_a,"Plan A consistently incorporates long trail runs and easy volume, crucial for trail endurance.",pair_0064__gemma_4b_judge__r03__AB,3,True,gemma,llm
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,explanation_quality,AB,pair_0064,3,4,plan_b,Plan B provides more concise and direct explanations for each session.,pair_0064__gemma_4b_judge__r03__AB,3,True,gemma,programmatic
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,load_progression,AB,pair_0064,3,4,plan_b,Plan B's shorter week and reduced overall volume appear to offer a more conservative load progression.,pair_0064__gemma_4b_judge__r03__AB,3,True,gemma,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,plan_coherence,AB,pair_0064,4,3,plan_a,Plan A's consistent structure and focus on building aerobic fitness create a more coherent plan.,pair_0064__gemma_4b_judge__r03__AB,3,True,gemma,llm
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,quality_session_design,AB,pair_0064,3,4,plan_b,"Plan B's sessions, particularly the tempo run, are more clearly defined and targeted.",pair_0064__gemma_4b_judge__r03__AB,3,True,gemma,programmatic
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,readiness_alignment,AB,pair_0064,3,4,plan_b,Plan B's inclusion of two rest days suggests a greater consideration of readiness and recovery.,pair_0064__gemma_4b_judge__r03__AB,3,True,gemma,programmatic
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,recovery_safety,AB,pair_0064,4,3,plan_a,Plan A's emphasis on easy runs and recovery days appears safer and more protective of the athlete.,pair_0064__gemma_4b_judge__r03__AB,3,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,training_specificity,AB,pair_0064,4,3,plan_a,Plan A's focus on trail running and hill work aligns better with the trail-running context.,pair_0064__gemma_4b_judge__r03__AB,3,True,gemma,llm
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,clarity_actionability,AB,pair_0064,4,3,plan_a,Plan A's descriptions are more detailed and specific about the purpose of each session.,pair_0064__gemma_4b_judge__r04__AB,4,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,endurance_development,AB,pair_0064,4,3,plan_a,"Plan A consistently incorporates long trail runs and easy volume, crucial for trail endurance.",pair_0064__gemma_4b_judge__r04__AB,4,True,gemma,llm
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,explanation_quality,AB,pair_0064,3,4,plan_b,Plan B provides more concise and direct explanations for each session.,pair_0064__gemma_4b_judge__r04__AB,4,True,gemma,programmatic
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,load_progression,AB,pair_0064,3,4,plan_b,Plan B's shorter week and reduced overall volume appear to offer a more conservative load progression.,pair_0064__gemma_4b_judge__r04__AB,4,True,gemma,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,plan_coherence,AB,pair_0064,4,3,plan_a,Plan A's consistent structure and focus on building aerobic fitness create a more coherent plan.,pair_0064__gemma_4b_judge__r04__AB,4,True,gemma,llm
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,quality_session_design,AB,pair_0064,3,4,plan_b,"Plan B's sessions, particularly the tempo run, are more clearly defined and targeted.",pair_0064__gemma_4b_judge__r04__AB,4,True,gemma,programmatic
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,readiness_alignment,AB,pair_0064,3,4,plan_b,Plan B's inclusion of two rest days suggests a greater consideration of readiness and recovery.,pair_0064__gemma_4b_judge__r04__AB,4,True,gemma,programmatic
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,recovery_safety,AB,pair_0064,4,3,plan_a,Plan A's emphasis on easy runs and recovery days appears safer and more protective of the athlete.,pair_0064__gemma_4b_judge__r04__AB,4,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,training_specificity,AB,pair_0064,4,3,plan_a,Plan A's focus on trail running and hill work aligns better with the trail-running context.,pair_0064__gemma_4b_judge__r04__AB,4,True,gemma,llm
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,clarity_actionability,BA,pair_0064,4,3,plan_a,Plan A's daily summaries are more concise and directly state the purpose of each session.,pair_0064__gemma_4b_judge__r04__BA,4,True,gemma,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,endurance_development,BA,pair_0064,4,3,plan_a,"Plan A focuses on consistent aerobic volume and easy runs, better supporting endurance.",pair_0064__gemma_4b_judge__r04__BA,4,True,gemma,programmatic
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,explanation_quality,BA,pair_0064,3,4,plan_b,"Plan B provides slightly more detail in its purpose summaries, though both are basic.",pair_0064__gemma_4b_judge__r04__BA,4,True,gemma,llm
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,load_progression,BA,pair_0064,3,4,plan_b,"Plan B has a higher total volume and includes a hill session, suggesting a potentially higher load.",pair_0064__gemma_4b_judge__r04__BA,4,True,gemma,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,plan_coherence,BA,pair_0064,4,3,plan_a,"Plan A's structure is more linear and predictable, with rest days clearly separated.",pair_0064__gemma_4b_judge__r04__BA,4,True,gemma,programmatic
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,quality_session_design,BA,pair_0064,3,4,plan_b,"Plan B includes a dedicated hill session, a more specific quality workout.",pair_0064__gemma_4b_judge__r04__BA,4,True,gemma,llm
0.5,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,,readiness_alignment,BA,pair_0064,3,3,tie,"Both plans appear to be relatively gentle, but Plan B's hill work might be aggressive for some.",pair_0064__gemma_4b_judge__r04__BA,4,True,gemma,tie
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,recovery_safety,BA,pair_0064,4,3,plan_a,"Plan A has two rest days, providing more recovery opportunities.",pair_0064__gemma_4b_judge__r04__BA,4,True,gemma,programmatic
0.6,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,training_specificity,BA,pair_0064,3,4,plan_b,"Plan B explicitly mentions 'TrailRun' sessions, aligning with trail running.",pair_0064__gemma_4b_judge__r04__BA,4,True,gemma,llm
0.95,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,clarity_actionability,BA,pair_0065,4,3,plan_a,"Plan A's session summaries are more specific, detailing intensity and purpose. Plan B is less clear.",pair_0065__gemma_4b_judge__r00__BA,0,False,qwen,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,endurance_development,BA,pair_0065,4,3,plan_a,"Plan A includes a dedicated threshold session and a longer, sustained long run, better supporting endurance.",pair_0065__gemma_4b_judge__r00__BA,0,False,qwen,programmatic
0.85,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,explanation_quality,BA,pair_0065,3,2,plan_a,Plan A's explanations are slightly more detailed about the rationale behind each session.,pair_0065__gemma_4b_judge__r00__BA,0,False,qwen,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,,load_progression,BA,pair_0065,3,3,tie,"Both plans have a reasonable distribution of load, but Plan A's tempo session is a higher-intensity block.",pair_0065__gemma_4b_judge__r00__BA,0,False,qwen,tie
0.95,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,plan_coherence,BA,pair_0065,5,3,plan_a,"Plan A's sequencing is more logical, building from threshold work to longer endurance runs.",pair_0065__gemma_4b_judge__r00__BA,0,False,qwen,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,quality_session_design,BA,pair_0065,4,3,plan_a,"Plan A's sessions (tempo, long run) are well-defined and appropriate for trail running.",pair_0065__gemma_4b_judge__r00__BA,0,False,qwen,programmatic
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,,readiness_alignment,BA,pair_0065,3,3,tie,"Both plans include rest days, but Plan B's focus on easy runs might not adequately respect potential fatigue.",pair_0065__gemma_4b_judge__r00__BA,0,False,qwen,tie
0.85,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,recovery_safety,BA,pair_0065,4,3,plan_a,Plan A's inclusion of dedicated rest days and a threshold session provides better recovery support.,pair_0065__gemma_4b_judge__r00__BA,0,False,qwen,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,training_specificity,BA,pair_0065,4,2,plan_a,"Plan A's sessions (tempo, long run) are more directly relevant to trail running and hill work.",pair_0065__gemma_4b_judge__r00__BA,0,False,qwen,programmatic
0.95,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,clarity_actionability,AB,pair_0065,5,4,plan_a,Plan A's simple structure and focus on recovery are very clear. Plan B's tempo session is less immediately understandable.,pair_0065__gemma_4b_judge__r00__AB,0,False,qwen,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,endurance_development,AB,pair_0065,4,5,plan_b,"Plan B prioritizes longer runs and aerobic work, directly supporting endurance development.",pair_0065__gemma_4b_judge__r00__AB,0,False,qwen,programmatic
0.85,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,explanation_quality,AB,pair_0065,4,3,plan_a,Plan A's explanations are straightforward and focused on maintenance. Plan B's rationale is more ambitious.,pair_0065__gemma_4b_judge__r00__AB,0,False,qwen,llm
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,load_progression,AB,pair_0065,3,4,plan_b,"Plan B has a slightly more progressive load, with a tempo session introducing a higher intensity.",pair_0065__gemma_4b_judge__r00__AB,0,False,qwen,programmatic
0.95,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,plan_coherence,AB,pair_0065,5,4,plan_a,Plan A's consistent rest days and easy runs create a highly coherent and predictable plan.,pair_0065__gemma_4b_judge__r00__AB,0,False,qwen,llm
0.75,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,quality_session_design,AB,pair_0065,3,5,plan_b,"Plan B includes a structured tempo session, demonstrating thoughtful quality session design.",pair_0065__gemma_4b_judge__r00__AB,0,False,qwen,programmatic
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,readiness_alignment,AB,pair_0065,4,3,plan_a,Plan A's emphasis on recovery aligns well with potential readiness constraints. Plan B is more demanding.,pair_0065__gemma_4b_judge__r00__AB,0,False,qwen,llm
0.85,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,recovery_safety,AB,pair_0065,5,3,plan_a,Plan A's consistent rest days and low-intensity easy runs prioritize recovery safety.,pair_0065__gemma_4b_judge__r00__AB,0,False,qwen,llm
0.65,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,training_specificity,AB,pair_0065,3,4,plan_b,Plan B's inclusion of a tempo run and cross-training suggests a greater focus on trail-running specific adaptations.,pair_0065__gemma_4b_judge__r00__AB,0,False,qwen,programmatic
0.95,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,clarity_actionability,AB,pair_0065,5,4,plan_a,Plan A's simple structure and focus on recovery are very clear. Plan B's tempo session is less immediately understandable.,pair_0065__gemma_4b_judge__r01__AB,1,False,qwen,llm
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,endurance_development,AB,pair_0065,4,5,plan_b,"Plan B prioritizes longer runs and aerobic work, directly supporting endurance development.",pair_0065__gemma_4b_judge__r01__AB,1,False,qwen,programmatic
0.85,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,explanation_quality,AB,pair_0065,4,3,plan_a,Plan A's explanations are straightforward and focused on maintenance. Plan B's rationale is more ambitious.,pair_0065__gemma_4b_judge__r01__AB,1,False,qwen,llm
0.8,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,load_progression,AB,pair_0065,3,4,plan_b,"Plan B has a slightly more progressive load, with a tempo session introducing a higher intensity.",pair_0065__gemma_4b_judge__r01__AB,1,False,qwen,programmatic
0.95,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,plan_coherence,AB,pair_0065,5,4,plan_a,Plan A's consistent rest days and easy runs create a highly coherent and predictable plan.,pair_0065__gemma_4b_judge__r01__AB,1,False,qwen,llm
0.75,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,quality_session_design,AB,pair_0065,4,5,plan_b,"Plan B includes a structured tempo session, demonstrating thoughtful quality session design.",pair_0065__gemma_4b_judge__r01__AB,1,False,qwen,programmatic
0.7,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,readiness_alignment,AB,pair_0065,4,3,plan_a,Plan A's emphasis on recovery aligns well with potential readiness constraints. Plan B is more demanding.,pair_0065__gemma_4b_judge__r01__AB,1,False,qwen,llm
0.85,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,True,recovery_safety,AB,pair_0065,5,3,plan_a,Plan A's consistent rest days and low-intensity runs prioritize recovery safety.,pair_0065__gemma_4b_judge__r01__AB,1,False,qwen,llm
0.65,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,training_specificity,AB,pair_0065,3,4,plan_b,Plan B's inclusion of a tempo run and cross-training suggests a greater focus on trail-running specific adaptations.,pair_0065__gemma_4b_judge__r01__AB,1,False,qwen,programmatic
0.95,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,clarity_actionability,BA,pair_0065,4,3,plan_a,"Plan A's session summaries are more specific, detailing intensity and purpose. Plan B is more general.",pair_0065__gemma_4b_judge__r01__BA,1,False,qwen,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,endurance_development,BA,pair_0065,4,3,plan_a,"Plan A includes a dedicated threshold session and a longer, sustained long run, better supporting endurance.",pair_0065__gemma_4b_judge__r01__BA,1,False,qwen,programmatic
0.85,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,explanation_quality,BA,pair_0065,3,2,plan_a,Plan A's explanations are slightly more detailed about the goals of each session.,pair_0065__gemma_4b_judge__r01__BA,1,False,qwen,programmatic
0.9,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,load_progression,BA,pair_0065,4,3,plan_a,"Plan A’s load progression is more balanced, with a clear threshold session and manageable volume.",pair_0065__gemma_4b_judge__r01__BA,1,False,qwen,programmatic
0.95,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,False,plan_coherence,BA,pair_0065,5,3,plan_a,"Plan A has a more logical flow, building from threshold work to longer runs.",pair_0065__gemma_4b_judge__r01__BA,1,False,qwen,programmatic
