category,fixture_id,judge,judge_model_family,marker,pair_id,run,self_family_match,source_model_family
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0064,4,True,gemma
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0064,4,True,gemma
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0064,4,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0064,4,True,gemma
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0064,4,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0064,4,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0064,4,True,gemma
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0064,4,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0065,0,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0065,0,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0065,0,False,qwen
other_inconsistent,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0065,0,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0065,0,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0065,0,False,qwen
other_inconsistent,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0065,0,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0065,0,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0065,0,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0065,1,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0065,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0065,1,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0065,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0065,1,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0065,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0065,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0065,1,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0065,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0065,2,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0065,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0065,2,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0065,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0065,2,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0065,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0065,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0065,2,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0065,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0065,3,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0065,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0065,3,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0065,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0065,3,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0065,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0065,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0065,3,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0065,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0065,4,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0065,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0065,4,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0065,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0065,4,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0065,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0065,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0065,4,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0065,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0066,0,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0066,0,False,qwen
other_inconsistent,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0066,0,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0066,0,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0066,0,False,qwen
other_inconsistent,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0066,0,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0066,0,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0066,0,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0066,0,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0066,1,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0066,1,False,qwen
other_inconsistent,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0066,1,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0066,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0066,1,False,qwen
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0066,1,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0066,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0066,1,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0066,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0066,2,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0066,2,False,qwen
other_inconsistent,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0066,2,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0066,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0066,2,False,qwen
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0066,2,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0066,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0066,2,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0066,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0066,3,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0066,3,False,qwen
other_inconsistent,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0066,3,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0066,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0066,3,False,qwen
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0066,3,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0066,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0066,3,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0066,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0066,4,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0066,4,False,qwen
other_inconsistent,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0066,4,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0066,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0066,4,False,qwen
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0066,4,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0066,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0066,4,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0066,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0067,0,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0067,0,False,qwen
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0067,0,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0067,0,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0067,0,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0067,0,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0067,0,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0067,0,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0067,0,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0067,1,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0067,1,False,qwen
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0067,1,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0067,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0067,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0067,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0067,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0067,1,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0067,1,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0067,2,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0067,2,False,qwen
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0067,2,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0067,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0067,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0067,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0067,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0067,2,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0067,2,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0067,3,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0067,3,False,qwen
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0067,3,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0067,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0067,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0067,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0067,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0067,3,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0067,3,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,clarity_actionability,pair_0067,4,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,endurance_development,pair_0067,4,False,qwen
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,explanation_quality,pair_0067,4,False,qwen
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,load_progression,pair_0067,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,plan_coherence,pair_0067,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,quality_session_design,pair_0067,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,readiness_alignment,pair_0067,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,recovery_safety,pair_0067,4,False,qwen
source_consistent_llm,ab_A2__r_high__rc_high__ph_base,gemma_4b_judge,gemma,training_specificity,pair_0067,4,False,qwen
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,clarity_actionability,pair_0068,0,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,endurance_development,pair_0068,0,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,explanation_quality,pair_0068,0,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,load_progression,pair_0068,0,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,plan_coherence,pair_0068,0,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,quality_session_design,pair_0068,0,True,gemma
consistent_tie,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,readiness_alignment,pair_0068,0,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,recovery_safety,pair_0068,0,True,gemma
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,training_specificity,pair_0068,0,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,clarity_actionability,pair_0068,1,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,endurance_development,pair_0068,1,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,explanation_quality,pair_0068,1,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,load_progression,pair_0068,1,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,plan_coherence,pair_0068,1,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,quality_session_design,pair_0068,1,True,gemma
consistent_tie,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,readiness_alignment,pair_0068,1,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,recovery_safety,pair_0068,1,True,gemma
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,training_specificity,pair_0068,1,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,clarity_actionability,pair_0068,2,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,endurance_development,pair_0068,2,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,explanation_quality,pair_0068,2,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,load_progression,pair_0068,2,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,plan_coherence,pair_0068,2,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,quality_session_design,pair_0068,2,True,gemma
consistent_tie,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,readiness_alignment,pair_0068,2,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,recovery_safety,pair_0068,2,True,gemma
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,training_specificity,pair_0068,2,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,clarity_actionability,pair_0068,3,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,endurance_development,pair_0068,3,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,explanation_quality,pair_0068,3,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,load_progression,pair_0068,3,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,plan_coherence,pair_0068,3,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,quality_session_design,pair_0068,3,True,gemma
consistent_tie,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,readiness_alignment,pair_0068,3,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,recovery_safety,pair_0068,3,True,gemma
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,training_specificity,pair_0068,3,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,clarity_actionability,pair_0068,4,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,endurance_development,pair_0068,4,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,explanation_quality,pair_0068,4,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,load_progression,pair_0068,4,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,plan_coherence,pair_0068,4,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,quality_session_design,pair_0068,4,True,gemma
consistent_tie,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,readiness_alignment,pair_0068,4,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,recovery_safety,pair_0068,4,True,gemma
position_consistent_plan_b,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,training_specificity,pair_0068,4,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,clarity_actionability,pair_0069,0,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,endurance_development,pair_0069,0,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,explanation_quality,pair_0069,0,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,load_progression,pair_0069,0,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,plan_coherence,pair_0069,0,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,quality_session_design,pair_0069,0,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,readiness_alignment,pair_0069,0,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,recovery_safety,pair_0069,0,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,training_specificity,pair_0069,0,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,clarity_actionability,pair_0069,1,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,endurance_development,pair_0069,1,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,explanation_quality,pair_0069,1,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,load_progression,pair_0069,1,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,plan_coherence,pair_0069,1,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,quality_session_design,pair_0069,1,True,gemma
consistent_tie,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,readiness_alignment,pair_0069,1,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,recovery_safety,pair_0069,1,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,training_specificity,pair_0069,1,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,clarity_actionability,pair_0069,2,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,endurance_development,pair_0069,2,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,explanation_quality,pair_0069,2,True,gemma
other_inconsistent,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,load_progression,pair_0069,2,True,gemma
position_consistent_plan_a,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,plan_coherence,pair_0069,2,True,gemma
source_consistent_programmatic,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,quality_session_design,pair_0069,2,True,gemma
consistent_tie,ab_A2__r_high__rc_high__ph_peak,gemma_4b_judge,gemma,readiness_alignment,pair_0069,2,True,gemma
